effective_from,effective_to,grade,standard_monthly_yen,remuneration_lower_yen,remuneration_upper_yen,source_key,notes
1992-10-01,1994-10-31,42,980000,955000.0,,mhlw_health_grade_1992,"下限80,000円、上限980,000円、42等級。"
1994-11-01,2000-12-31,1,92000,,95000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,2,98000,95000.0,101000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,3,104000,101000.0,107000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,4,110000,107000.0,114000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,5,118000,114000.0,122000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,6,126000,122000.0,130000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,7,134000,130000.0,138000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,8,142000,138000.0,146000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,9,150000,146000.0,155000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,10,160000,155000.0,165000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,11,170000,165000.0,175000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,12,180000,175000.0,185000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,13,190000,185000.0,195000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,14,200000,195000.0,210000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,15,220000,210000.0,230000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,16,240000,230000.0,250000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,17,260000,250000.0,270000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,18,280000,270000.0,290000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,19,300000,290000.0,310000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,20,320000,310000.0,330000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,21,340000,330000.0,350000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,22,360000,350000.0,370000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,23,380000,370000.0,395000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,24,410000,395000.0,425000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,25,440000,425000.0,455000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,26,470000,455000.0,485000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,27,500000,485000.0,515000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,28,530000,515000.0,545000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,29,560000,545000.0,575000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,30,590000,575000.0,605000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,31,620000,605000.0,635000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,32,650000,635000.0,665000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,33,680000,665000.0,695000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,34,710000,695000.0,730000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,35,750000,730000.0,770000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,36,790000,770000.0,810000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,37,830000,810000.0,855000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,38,880000,855000.0,905000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,39,930000,905000.0,955000.0,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
1994-11-01,2000-12-31,40,980000,955000.0,,mhlw_health_grade_1994,"下限92,000円、上限980,000円、40等級。"
2001-01-01,2007-03-31,1,98000,,101000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,2,104000,101000.0,107000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,3,110000,107000.0,114000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,4,118000,114000.0,122000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,5,126000,122000.0,130000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,6,134000,130000.0,138000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,7,142000,138000.0,146000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,8,150000,146000.0,155000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,9,160000,155000.0,165000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,10,170000,165000.0,175000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,11,180000,175000.0,185000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,12,190000,185000.0,195000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,13,200000,195000.0,210000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,14,220000,210000.0,230000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,15,240000,230000.0,250000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,16,260000,250000.0,270000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,17,280000,270000.0,290000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,18,300000,290000.0,310000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,19,320000,310000.0,330000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,20,340000,330000.0,350000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,21,360000,350000.0,370000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,22,380000,370000.0,395000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,23,410000,395000.0,425000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,24,440000,425000.0,455000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,25,470000,455000.0,485000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,26,500000,485000.0,515000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,27,530000,515000.0,545000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,28,560000,545000.0,575000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,29,590000,575000.0,605000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,30,620000,605000.0,635000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,31,650000,635000.0,665000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,32,680000,665000.0,695000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,33,710000,695000.0,730000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,34,750000,730000.0,770000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,35,790000,770000.0,810000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,36,830000,810000.0,855000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,37,880000,855000.0,905000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,38,930000,905000.0,955000.0,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2001-01-01,2007-03-31,39,980000,955000.0,,mhlw_health_grade_2001,"下限98,000円、上限980,000円、39等級。"
2007-04-01,2016-03-31,1,58000,,63000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,2,68000,63000.0,73000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,3,78000,73000.0,83000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,4,88000,83000.0,93000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,5,98000,93000.0,101000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,6,104000,101000.0,107000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,7,110000,107000.0,114000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,8,118000,114000.0,122000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,9,126000,122000.0,130000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,10,134000,130000.0,138000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,11,142000,138000.0,146000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,12,150000,146000.0,155000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,13,160000,155000.0,165000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,14,170000,165000.0,175000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,15,180000,175000.0,185000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,16,190000,185000.0,195000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,17,200000,195000.0,210000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,18,220000,210000.0,230000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,19,240000,230000.0,250000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,20,260000,250000.0,270000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,21,280000,270000.0,290000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,22,300000,290000.0,310000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,23,320000,310000.0,330000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,24,340000,330000.0,350000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,25,360000,350000.0,370000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,26,380000,370000.0,395000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,27,410000,395000.0,425000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,28,440000,425000.0,455000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,29,470000,455000.0,485000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,30,500000,485000.0,515000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,31,530000,515000.0,545000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,32,560000,545000.0,575000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,33,590000,575000.0,605000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,34,620000,605000.0,635000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,35,650000,635000.0,665000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,36,680000,665000.0,695000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,37,710000,695000.0,730000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,38,750000,730000.0,770000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,39,790000,770000.0,810000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,40,830000,810000.0,855000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,41,880000,855000.0,905000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,42,930000,905000.0,955000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,43,980000,955000.0,1005000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,44,1030000,1005000.0,1060000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,45,1090000,1060000.0,1120000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,46,1150000,1120000.0,1180000.0,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2007-04-01,2016-03-31,47,1210000,1180000.0,,mhlw_health_grade_2007,"下限58,000円、上限1,210,000円、47等級。"
2016-04-01,,1,58000,,63000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,2,68000,63000.0,73000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,3,78000,73000.0,83000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,4,88000,83000.0,93000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,5,98000,93000.0,101000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,6,104000,101000.0,107000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,7,110000,107000.0,114000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,8,118000,114000.0,122000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,9,126000,122000.0,130000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
